name_of_work,work_type,department,project_type,gis_id,works_aa_approval_id,road_no,latitude,longitude,polygon_area,polygon_centroid,geometry,length,width,area,gis_snap,measure_in
KAATRAJ PARISAR VA GAAVTHAAN PARISARAAT VIDYUT VISHAYAK KAAME KARANE,Maintenance Work,Electrical,Maintainance of Steet Light Fittings,8481,17372,1,73.85970252,18.4582794,56517.57113,"73.85970251895398,18.45827940230385","{""type"":""Polygon"",""coordinates"":[[[73.85832930065077,18.459317929407728],[73.8608296407871,18.45912105223164],[73.86112495655125,18.45749681552889],[73.85852617782685,18.45718181204715],[73.85832930065077,18.459317929407728]]]}",NULL,NULL,NULL,653902aa1c233.png,polygon
KOTHRUD BAVDHAN KSHETRIYA KARYALAY ANTARGAT BAVDHAN YETHE ADYAYVAT GYMCHE VIDYUT VISHYAK KAME KARNE.,New,Electrical,Wiring of Various Building,8480,17373,1,73.77752079,18.51131408,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77752079356085,18.511314081615698]}",NULL,NULL,NULL,65390232ceaa9.png,point
KOTHRUD BAVDHAN KSHETRIYA KARYALAY ANTARGAT BAVDHAN YETHE ADYAYVAT GYMCHE VIDYUT VISHYAK KAME KARNE.,New,Electrical,Wiring of Various Building,8479,17371,1,73.77751077,18.51126797,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77751077299422,18.51126796661399]}",NULL,NULL,NULL,653901594fb5c.png,point
KOTHRUD BAVDHAN KSHETRIYA KARYALAY ANTARGAT BAVDHAN YETHE ADYAYVAT GYMCHE VIDYUT VISHYAK KAME KARNE.,New,Electrical,Wiring of Various Building,8478,17371,1,73.77751077,18.51126797,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77751077299422,18.51126796661399]}",NULL,NULL,NULL,65390140c8552.png,point
KOTHRUD BAVDHAN KSHETRIYA KARYALAY ANTARGAT BAVDHAN YETHE ADYAYVAT GYMCHE VIDYUT VISHYAK KAME KARNE.,New,Electrical,Wiring of Various Building,8477,17371,1,73.77751077,18.51126797,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77751077299422,18.51126796661399]}",NULL,NULL,NULL,65390133b92eb.png,point
KOTHRUD BAVDHAN KSHETRIYA KARYALAY ANTARGAT BAVDHAN YETHE ADYAYVAT GYMCHE VIDYUT VISHYAK KAME KARNE.,New,Electrical,Wiring of Various Building,8476,17367,1,73.7775115,18.51129961,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77751149799226,18.5112996079529]}",NULL,NULL,NULL,6538ff50078d9.png,point
DATTANAGAR AAMBEGAAV BUDRUK PARISARAAMADHYE VIDYUT VISHAYAK KAAME KARANE,New,Electrical,Erection of Strret Line Poles,8475,17365,1,73.84866821,18.44813318,2.842776635,"73.84866821285149,18.448133175504143","{""type"":""LineString"",""coordinates"":[[73.85204805658547,18.450066148739477],[73.8516763309633,18.44424721303843],[73.84507105259993,18.44487628716827],[73.84538558966486,18.44644897249288],[73.84700116640741,18.44682069811506],[73.84504245832132,18.449165428962658],[73.84865963456791,18.449336994634432],[73.84958894862336,18.44966582883867],[73.85018942847458,18.45059514289412],[73.85201946230684,18.45010904015742]]}",NULL,NULL,NULL,6538fc4e4ecda.png,linestring
prabhag kr.8 sanjay gandhi rugnalay bopodi ardhavat kaame karane,New,Building,Services,8474,17362,1,73.83846726,18.57100721,687.467708,"73.83846726133535,18.57100721411016","{""type"":""Polygon"",""coordinates"":[[[73.83837092848105,18.571159000531786],[73.83865814968544,18.571011124334195],[73.83856288320287,18.570856138593985],[73.83827708397209,18.571002592980683],[73.83837092848105,18.571159000531786]]]}",NULL,NULL,NULL,6538d43c2d11c.png,polygon
Pune mahanagarpalikechya astitvatil urvrit agnishmak kendra imartichi dekhbhal durusti v rangrangotichi kame krne.,Maintenance Work,Building,Services,8473,17152,1,73.8484782,18.49958439,70.61818603,"73.84847820496903,18.499584388338658","{""type"":""Polygon"",""coordinates"":[[[73.84844934489031,18.499641404591706],[73.84844652927288,18.49954567359893],[73.84850284162158,18.499525964276888],[73.84851410409131,18.4996245108871],[73.84844934489031,18.499641404591706]]]}",NULL,NULL,NULL,6538d0ea71ab7.png,polygon
To carry out Maintenance works from Jungli Maharaj Road ,Spill Work,Road,New Foothpath ,8472,6112,1,73.84220492,18.51571073,0.007577817,"73.8422049157277,18.515710728278954","{""type"":""LineString"",""coordinates"":[[73.84224033445862,18.515716480804272],[73.84216949699679,18.515704975753632]]}",NULL,NULL,NULL,6538be3b99909.png,linestring
To carry out Maintenance works from Jungli Maharaj Road ,Spill Work,Road,New Foothpath ,8471,6112,1,73.84923597,18.52467122,1.883125882,"73.8492359716681,18.524671216186555","{""type"":""LineString"",""coordinates"":[[73.85283433638769,18.529348269696705],[73.8513124231642,18.52738963354822],[73.85018753078164,18.525867720324737],[73.8496052335483,18.525033976558827],[73.84224033445862,18.515716480804272]]}",NULL,NULL,NULL,6538be3b72b63.png,linestring
Ramtekadi taki yethil vividh valve durust karne v naveen basavine.,Maintenance Work,Water Supply,Maintenance Work,8470,17353,1,73.91477483,18.50076936,48.95937289,"73.91477482805779,18.500769355517004","{""type"":""Polygon"",""coordinates"":[[[73.91463868186698,18.500817665361105],[73.9150427283638,18.500694694866613],[73.91464307394259,18.500795706323288],[73.91463868186698,18.500817665361105]]]}",NULL,NULL,NULL,6538add434f97.png,polygon
Ramtekadi taki yethil vividh valve durust karne v naveen basavine.,Maintenance Work,Water Supply,Maintenance Work,8469,17353,1,73.91464425,18.50078712,0,"73.91464424663413,18.500787116884705","{""type"":""Polygon"",""coordinates"":[[[73.91464307394259,18.500795706323288],[73.9146448329799,18.500782822165412],[73.9146448329799,18.500782822165412],[73.91464307394259,18.500795706323288]]]}",NULL,NULL,NULL,6538add20a113.png,polygon
Ramtekadi taki yethil vividh valve durust karne v naveen basavine.,Maintenance Work,Water Supply,Maintenance Work,8468,17353,1,73.91387396,18.500317,29290.36534,"73.91387395852585,18.500316999399452","{""type"":""Polygon"",""coordinates"":[[[73.91462550664532,18.500817665361105],[73.91397551899199,18.501138267447224],[73.913312356117,18.50098894600684],[73.9128731753607,18.50041801102366],[73.9129961461065,18.499768023537854],[73.91384815650565,18.499447421619266],[73.91451571145625,18.49945181302475],[73.91484509702347,18.500505847174917],[73.91462550664532,18.500817665361105]]]}",NULL,NULL,NULL,6538add082925.png,polygon
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8467,17348,1,73.85311059,18.52402599,0.487662337,"73.85311058669777,18.52402598900486","{""type"":""LineString"",""coordinates"":[[73.85260052120756,18.52444880645069],[73.85308709683967,18.52307856472809],[73.85383653516958,18.523425319776255],[73.8534114805944,18.524717261971855],[73.85261729967763,18.524459992097405]]}",NULL,NULL,NULL,65364432485ef.png,linestring
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8466,17348,1,73.85280187,18.52384677,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85280186664679,18.523846765141307]}",NULL,NULL,NULL,653643dc30953.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8465,17348,1,73.85305667,18.523174,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85305667470226,18.523173998548803]}",NULL,NULL,NULL,653643dbcd1e8.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8464,17348,1,73.85358462,18.5241199,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85358462232799,18.52411990471156]}",NULL,NULL,NULL,653643dbc251c.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8463,17348,1,73.85320838,18.52369074,0.333160487,"73.85320838491813,18.5236907369845","{""type"":""LineString"",""coordinates"":[[73.85279808244967,18.52386125985437],[73.85359249786735,18.524114425207262],[73.85380783391463,18.523462597172237],[73.8530425179628,18.523159962727405],[73.85280099239625,18.523855439961203]]}",NULL,NULL,NULL,653643dbc0135.png,linestring
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8462,17348,1,73.8527927,18.5238431,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8527927008894,18.523843098838352]}",NULL,NULL,NULL,653643db9fa8e.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8461,17348,1,73.8538156,18.52346364,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85381559941423,18.52346363648236]}",NULL,NULL,NULL,653643db951e6.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8460,17348,1,73.85305667,18.523174,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85305667470226,18.523173998548803]}",NULL,NULL,NULL,653643db0fbeb.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8459,17348,1,73.85358462,18.5241199,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85358462232799,18.52411990471156]}",NULL,NULL,NULL,653643db0edd9.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8458,17348,1,73.85320838,18.52369074,0.333160487,"73.85320838491813,18.5236907369845","{""type"":""LineString"",""coordinates"":[[73.85279808244967,18.52386125985437],[73.85359249786735,18.524114425207262],[73.85380783391463,18.523462597172237],[73.8530425179628,18.523159962727405],[73.85280099239625,18.523855439961203]]}",NULL,NULL,NULL,653643daf2755.png,linestring
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8457,17348,1,73.85280187,18.52384677,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85280186664679,18.523846765141307]}",NULL,NULL,NULL,653643dae3288.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8456,17348,1,73.8527927,18.5238431,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8527927008894,18.523843098838352]}",NULL,NULL,NULL,653643dadd134.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8455,17348,1,73.8538156,18.52346364,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85381559941423,18.52346363648236]}",NULL,NULL,NULL,653643dac9ea7.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8454,17348,1,73.85305667,18.523174,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85305667470226,18.523173998548803]}",NULL,NULL,NULL,653643d917924.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8453,17348,1,73.8538156,18.52346364,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85381559941423,18.52346363648236]}",NULL,NULL,NULL,653643d8e06e6.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8452,17348,1,73.85320838,18.52369074,0.333160487,"73.85320838491813,18.5236907369845","{""type"":""LineString"",""coordinates"":[[73.85279808244967,18.52386125985437],[73.85359249786735,18.524114425207262],[73.85380783391463,18.523462597172237],[73.8530425179628,18.523159962727405],[73.85280099239625,18.523855439961203]]}",NULL,NULL,NULL,653643d8dc643.png,linestring
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8451,17348,1,73.85280187,18.52384677,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85280186664679,18.523846765141307]}",NULL,NULL,NULL,653643d8c8fc6.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8450,17348,1,73.85358462,18.5241199,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85358462232799,18.52411990471156]}",NULL,NULL,NULL,653643d886786.png,point
"pune mahanagarpalikechya mukhya imartichya simabhint , gate vishayak itar tadnushangik kame karane",New,Building,Services,8449,17348,1,73.8527927,18.5238431,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8527927008894,18.523843098838352]}",NULL,NULL,NULL,653643d878765.png,point
Rajiv Gandhi pranisangrahaalayache simabhintilagat antargat bhagatun Rasta banavine,Maintenance Work,Garden,Development Of Garden Civil Work,8448,16612,1,73.85987734,18.45345057,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85987734393129,18.45345057223416]}",NULL,NULL,NULL,65363edb05610.png,point
Ganpathi Matha Yethil 150 KW Shamtecha Navyane Pump Basvine.,New,Water Supply,Pump House,8447,10743,1,73.79596839,18.47554887,2705.603566,"73.79596838659339,18.475548869919606","{""type"":""Polygon"",""coordinates"":[[[73.79561595224439,18.47550740705502],[73.79586472943193,18.47521256001795],[73.79632542792734,18.475590332784193],[73.7960674367699,18.47588517982126],[73.79561595224439,18.47550740705502]]]}",NULL,NULL,NULL,65363854dd0b2.png,polygon
Ganpathi Matha Yethil 150 KW Shamtecha Navyane Pump Basvine.,New,Water Supply,Pump House,8446,10743,1,73.79596839,18.47554887,2705.603566,"73.79596838659339,18.475548869919606","{""type"":""Polygon"",""coordinates"":[[[73.79561595224439,18.47550740705502],[73.79586472943193,18.47521256001795],[73.79632542792734,18.475590332784193],[73.7960674367699,18.47588517982126],[73.79561595224439,18.47550740705502]]]}",NULL,NULL,NULL,65363853d6747.png,polygon
Ganpathi Matha Yethil 150 KW Shamtecha Navyane Pump Basvine.,New,Water Supply,Pump House,8445,10743,1,73.79596839,18.47554887,2705.603566,"73.79596838659339,18.475548869919606","{""type"":""Polygon"",""coordinates"":[[[73.79561595224439,18.47550740705502],[73.79586472943193,18.47521256001795],[73.79632542792734,18.475590332784193],[73.7960674367699,18.47588517982126],[73.79561595224439,18.47550740705502]]]}",NULL,NULL,NULL,65363853c7ba2.png,polygon
Ganpathi Matha Yethil 150 KW Shamtecha Navyane Pump Basvine.,New,Water Supply,Pump House,8444,10743,1,73.79596839,18.47554887,2705.603566,"73.79596838659339,18.475548869919606","{""type"":""Polygon"",""coordinates"":[[[73.79561595224439,18.47550740705502],[73.79586472943193,18.47521256001795],[73.79632542792734,18.475590332784193],[73.7960674367699,18.47588517982126],[73.79561595224439,18.47550740705502]]]}",NULL,NULL,NULL,653638532f8ec.png,polygon
"Rajiv Gandhi Pranisangrahaalay parisarat dustbin, resting Shed, suraksha rakhwaldaar kebinchi v tadnushangik kame karane",Maintenance Work,Garden,Development Of Garden Civil Work,8443,16648,1,73.85935809,18.45504069,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85935809498885,18.45504068948312]}",NULL,NULL,NULL,65362e70c6d6f.png,point
Pragati Garden madhye paving Block vishayak kame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8442,16543,1,73.89337555,18.58009922,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.89337554805982,18.58009921855139]}",NULL,NULL,NULL,65362da518329.png,point
kalepadal s no 48 yethil garden vikasit karane v urvarit kame karane antargat vividh sthapatyavishayak sudharana v durustivishayak kame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8441,17066,1,73.93531699,18.48332981,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.9353169946047,18.483329808149968]}",NULL,NULL,NULL,65361542ecc03.png,point
kalepadal s no 48 yethil garden vikasit karane v urvarit kame karane antargat vividh sthapatyavishayak sudharana v durustivishayak kame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8440,17066,1,73.93531699,18.48332981,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.9353169946047,18.483329808149968]}",NULL,NULL,NULL,6536153ca6c22.png,point
Pune Shaharatil udyaanat kendra sarakarchya swatch park abhiyana antargat upayyojana karane (Parimandal No 4 Antargat),Maintenance Work,Garden,Development Of Garden Civil Work,8439,16891,1,73.89895016,18.49840323,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.89895016424342,18.498403227010275]}",NULL,NULL,NULL,6536143975184.png,point
Jeshth samaajvadi nete G.Pr.Pradhaan udyaan hadapsar yethe urvarit kaame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8438,16819,1,73.93064436,18.5050275,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.93064436222296,18.505027502149964]}",NULL,NULL,NULL,6536137820639.png,point
tirupati nagar te ambedkar chowk paryant rasta vikasit karane .,New,Road,Bituminous Road,8437,17337,1,73.80963064,18.48532029,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.80963063592347,18.485320290709254]}",NULL,NULL,NULL,6534f788b613b.png,point
tirupati nagar te ambedkar chowk paryant rasta vikasit karane .,New,Road,Bituminous Road,8436,17337,1,73.80801998,18.48706757,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.80801998206898,18.487067566607323]}",NULL,NULL,NULL,6534f788b66f5.png,point
Madar Teresa Garden sopan baug yethe vividh vikas kame karane v maintenance karane,Maintenance Work,Garden,Development Of Garden Civil Work,8435,16821,1,73.90266638,18.4878902,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.90266637596982,18.487890203017244]}",NULL,NULL,NULL,6534d7912999d.png,point
Madar Teresa Garden sopan baug yethe vividh vikas kame karane v maintenance karane,Maintenance Work,Garden,Development Of Garden Civil Work,8434,16821,1,73.90266638,18.4878902,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.90266637596982,18.487890203017244]}",NULL,NULL,NULL,6534d781b880a.png,point
up ayukt kra 4 antrgat hadapsar mundhwa kshetriy kaaryalayamadhil vividh udyaanat sthapatyavishayak kaame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8433,16820,1,73.94220968,18.48906961,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.94220967596983,18.489069610991375]}",NULL,NULL,NULL,6534d6875b7ea.png,point
up aayukt kr. 4 antargat vanvadi - ramtekadi shetriya karyalay madhil vividh udyanat stapatya vikshayak sudharna kame karne,Maintenance Work,Garden,Development Of Garden Civil Work,8432,2219,1,73.91115243,18.48953675,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.91115243135775,18.489536751077587]}",NULL,NULL,NULL,6534d5e92e56b.png,point
Pune shaharatil udyanat kendra sarakarchya swatch park abhiyana antargat upayyojana karane ( Parimandal kr 1 Antargat),Maintenance Work,Garden,Development Of Garden Civil Work,8431,16944,1,73.91824162,18.51134639,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.91824162262931,18.511346391810342]}",NULL,NULL,NULL,6533fe7b735ec.png,point
p ayukt kr 1 antargat yerawada kalas dhanori kshetriy karyalayamadhil vividh udyanat sthapatya vishayak sudharana kame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8430,17007,1,73.87957342,18.58765538,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.87957341562499,18.58765537672414]}",NULL,NULL,NULL,6533fdc3e7088.png,point
Up ayukt kra 1 antargat dhole patil kshetriy karalayamdhil vividh udyanat sthapatya vishayak sudharana kame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8429,16949,1,73.91194457,18.5365346,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.91194457090518,18.536534598706893]}",NULL,NULL,NULL,6533fd03c17e7.png,point
upayukt kra. 2 antrgat kothrud bavdhan kshetriy karyalayamadhil vividh udyanat sthapatyavishayak sudharana kame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8428,16699,1,73.81249469,18.50348791,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.81249468637759,18.503487912313407]}",NULL,NULL,NULL,6533ed8b93cea.png,point
swa. Pu L Deshpande udyaan sinhagad Road yethe Sudharana vishayak kaame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8427,16117,1,73.83626338,18.49379264,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8362633771097,18.49379263707242]}",NULL,NULL,NULL,6533e7fdafe28.png,point
parimandal kra. 1 madhil vividh udyanatil lahan mulanchi khelani durusti v dekhbhal karane,Maintenance Work,Garden,Development Of Garden Civil Work,8426,14970,1,73.88705808,18.59148474,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.88705807532327,18.5914847375]}",NULL,NULL,NULL,65329b1eb5179.png,point
"pune mahanagarpalikechya antargat vividh udyanat honarya sahityik kattyasathi tebal, khurchya, mandap etyadi vyavastha karane/ puravine",Maintenance Work,Garden,Development Of Garden Civil Work,8425,13030,1,73.84756895,18.52115767,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8475689487853,18.521157671831073]}",NULL,NULL,NULL,65328e947dd93.png,point
parimandal kra 1 v 2 madhil vividh udyanatil open gym sahityanchi dekhbhal  v durustichi kame karane,Repair Work,Garden,Development Of Garden Civil Work,8424,14874,1,73.84738855,18.52086583,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.84738854748235,18.520865827989503]}",NULL,NULL,NULL,65328d7438916.png,point
parimandal kra 2 madhil vividh udyanatil lahan mulanchi khelani durusti v dekhbhal karane,Maintenance Work,Garden,Development Of Garden Civil Work,8423,14898,1,73.84725465,18.52066399,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8472546457692,18.52066399014851]}",NULL,NULL,NULL,6532894b307db.png,point
parimandal kra 2 madhil vividh udyanatil lahan mulanchi khelani durusti v dekhbhal karane,Maintenance Work,Garden,Development Of Garden Civil Work,8422,14898,1,73.84725465,18.52066399,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8472546457692,18.52066399014851]}",NULL,NULL,NULL,65328949ba154.png,point
Sarusbaug yethe Sudharana kaame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8421,15859,1,73.85348911,18.50041501,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85348911435845,18.500415008675514]}",NULL,NULL,NULL,65327f15ef51c.png,point
Sarusbaug yethe Sudharana kaame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8420,15859,1,73.85348911,18.50041501,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85348911435845,18.500415008675514]}",NULL,NULL,NULL,65327f155fe65.png,point
To carryout horticultural improvement works  in Senior Socialist Leader G P Pradhan Garden at Hadapsar.,Maintenance Work,Garden Horticulture,Development Of Horticulture,8419,17327,1,73.93435745,18.50375027,0.625561831,"73.93435745330665,18.503750265198267","{""type"":""LineString"",""coordinates"":[[73.93463927882641,18.50290639907049],[73.93460707019557,18.505048273020762],[73.93393068894812,18.505072429493886],[73.93397900189437,18.502850033966535],[73.9346312266687,18.50287419043966]]}",NULL,NULL,NULL,65326fe9ae709.png,linestring
To carryout horticultural improvement works  in Senior Socialist Leader G P Pradhan Garden at Hadapsar.,Maintenance Work,Garden Horticulture,Development Of Horticulture,8418,17327,1,73.93435745,18.50375027,0.625561831,"73.93435745330665,18.503750265198267","{""type"":""LineString"",""coordinates"":[[73.93463927882641,18.50290639907049],[73.93460707019557,18.505048273020762],[73.93393068894812,18.505072429493886],[73.93397900189437,18.502850033966535],[73.9346312266687,18.50287419043966]]}",NULL,NULL,NULL,65326fdfe248c.png,linestring
"Pune Mahanagarpalikechya Bibvevadi,Katraj,Kondhwa,Warje,Sinhgad Road Yethil Agnishaman Kendramadhe Sthaptya Vishyak Durustichi Kame Karne.",Maintenance Work,Building,Services,8417,17318,1,73.87222228,18.48005369,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.87222228452049,18.480053685848173]}",NULL,NULL,NULL,653269806c5df.png,point
"To carryout horticultural improvement works in Seven Wonder Parks, Yashwantrao Chavan Garden at Shiv Darshan ",Maintenance Work,Garden Horticulture,Development Of Horticulture,8416,17324,1,73.85383904,18.49286694,0.336339197,"73.85383904274711,18.492866941608888","{""type"":""LineString"",""coordinates"":[[73.85407090873909,18.492570066460278],[73.85410991423306,18.493350176339835],[73.85334280618483,18.49341951944024],[73.85334280618483,18.492661079279557],[73.85407524268287,18.492574400404052],[73.85409257845797,18.492626407729357]]}",NULL,NULL,NULL,6532672f965be.png,linestring
"To carryout horticultural improvement works in Seven Wonder Parks, Yashwantrao Chavan Garden at Shiv Darshan ",Maintenance Work,Garden Horticulture,Development Of Horticulture,8415,17324,1,73.85383904,18.49286694,0.336339197,"73.85383904274711,18.492866941608888","{""type"":""LineString"",""coordinates"":[[73.85407090873909,18.492570066460278],[73.85410991423306,18.493350176339835],[73.85334280618483,18.49341951944024],[73.85334280618483,18.492661079279557],[73.85407524268287,18.492574400404052],[73.85409257845797,18.492626407729357]]}",NULL,NULL,NULL,6532671caa4e8.png,linestring
parimandal kra 1madhil vividh udyananchi sthapatyavishayak durusti v dekhbhalichi kaame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8414,15271,1,73.88845057,18.5916588,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.88845057015085,18.59165879935345]}",NULL,NULL,NULL,65326338ba784.png,point
Rajiv gandhi pranisangrahalayatil  simabhint khandake v karmachari nivassthan dekhabhal durusti v tadnushangik kame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8413,14748,1,73.86081296,18.45571913,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8608129619612,18.455719129956897]}",NULL,NULL,NULL,653261bbc28b7.png,point
Mauje sus yethil s.n. 223 kalaki odhyawar 30.00 mi. rundicha culvert bandhane.,New,Road,Culvert,8411,14730,1,73.76735033,18.54865246,14939.8403,"73.76735033146235,18.54865246011144","{""type"":""Polygon"",""coordinates"":[[[73.76887427217837,18.54860520613575],[73.76586576905943,18.549124999868344],[73.76589727170989,18.548746968062822],[73.76876401290176,18.548132666378848],[73.76887427217837,18.54860520613575]]]}",NULL,NULL,NULL,65323b73255da.png,polygon
"Rajiv gandhi pranisangrahalayatil swachatagruhe, khandak, pinjare dekhbhal durusti v tadnushangik kame karane",Maintenance Work,Garden,Development Of Garden Civil Work,8407,14743,1,73.85939059,18.45456283,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85939058655046,18.454562826733216]}",NULL,NULL,NULL,653149eaeaa51.png,point
"Rajiv gandhi pranisangrahalayatil swachatagruhe, khandak, pinjare dekhbhal durusti v tadnushangik kame karane",Maintenance Work,Garden,Development Of Garden Civil Work,8406,14743,1,73.85939059,18.45456283,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85939058655046,18.454562826733216]}",NULL,NULL,NULL,653149eaae1db.png,point
Pune mahanagarpalikechya vividh udyanamadhe dustbin basavine v dekhbhal durusti karane,Maintenance Work,Garden,Development Of Garden Civil Work,8405,15236,1,73.88371146,18.48761938,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.88371146159997,18.487619384533332]}",NULL,NULL,NULL,65311c80ef05f.png,point
peshwe park yethi; sahasi khel dekhbhal v durustichi kame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8404,15373,1,73.85123816,18.50152535,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85123815766002,18.501525347012425]}",NULL,NULL,NULL,653118ed5e5ae.png,point
parimandal kra. 5 madhil vividh udyanatil lahan mulanchi khelani durusti v dekhbhal karane,Maintenance Work,Garden,Development Of Garden Civil Work,8403,14904,1,73.85313668,18.5016561,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85313667726668,18.50165609866667]}",NULL,NULL,NULL,6531171acd7f2.png,point
parimandal kra 5 madhil vividh udyananchi sthapatyavishayak durusti v dekhbhalichi kaame karane,Maintenance Work,Garden,Development Of Garden Civil Work,8402,15046,1,73.86459129,18.47953428,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86459128826665,18.479534282666666]}",NULL,NULL,NULL,65311370333ba.png,point
